DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220312195,06/13/2022 12:00:00 AM,06/13/2022 12:00:00 AM,1250,3,Southwest,361,1,110,CRIMINAL HOMICIDE,1100 0430 1822 1402 1816 0906 1270 1419 1407,32,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,4000    URSULA                       AV,,34.0149,-118.3524
220413538,09/25/2022 12:00:00 AM,09/25/2022 12:00:00 AM,2048,4,Hollenbeck,401,1,110,CRIMINAL HOMICIDE,1100 1407 0906 0430 1270 1822,29,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4000    HOMER                        ST,,34.0902,-118.2067
220511351,07/15/2022 12:00:00 AM,07/15/2022 12:00:00 AM,649,5,Harbor,566,1,110,CRIMINAL HOMICIDE,0430 0906 1100 0302 0334 1310 1822 1407,33,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,400 W  14TH                         ST,,33.7315,-118.2858
221405086,01/23/2022 12:00:00 AM,01/23/2022 12:00:00 AM,1855,14,Pacific,1445,1,110,CRIMINAL HOMICIDE,0416 2004 1218 0913 0334 1402,46,M,H,108.0,PARKING LOT,309.0,BOARD,AA,Adult Arrest,110.0,998.0,,,3800    MOORE                        ST,,34.0002,-118.4404
221713153,09/04/2022 12:00:00 AM,09/04/2022 12:00:00 AM,2300,17,Devonshire,1782,1,110,CRIMINAL HOMICIDE,0430 1100 0906 1816 1822 1402,29,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,19500    PARTHENIA                    ST,,34.2312,-118.5632
221519076,12/29/2022 12:00:00 AM,12/28/2022 12:00:00 AM,2013,15,N Hollywood,1521,1,110,CRIMINAL HOMICIDE,1100 1822 0906 0430 1402,39,M,H,103.0,ALLEY,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,6900    FULTON                       AV,,34.1961,-118.4225
221409273,04/16/2022 12:00:00 AM,04/15/2022 12:00:00 AM,140,14,Pacific,1444,1,110,CRIMINAL HOMICIDE,1407 1419 1100 0430 1822 1402 1401,31,M,W,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,1100    BERKELEY                     DR,,33.9875,-118.4469
221812915,06/19/2022 12:00:00 AM,06/19/2022 12:00:00 AM,510,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0906 1100 1822 1402 1310 0430,47,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,108TH                        ST,FIGUEROA                     ST,33.9383,-118.2826
220213939,07/27/2022 12:00:00 AM,07/27/2022 12:00:00 AM,845,2,Rampart,246,1,110,CRIMINAL HOMICIDE,1822 0408 1218 2004 0910,33,M,B,904.0,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
221822840,12/28/2022 12:00:00 AM,12/28/2022 12:00:00 AM,2030,18,Southeast,1844,1,110,CRIMINAL HOMICIDE,0906 1100 0400 0430 1309 0342 1402,23,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,600 E  IMPERIAL                     HY,,33.9345,-118.2623
220910455,06/17/2022 12:00:00 AM,06/17/2022 12:00:00 AM,220,9,Van Nuys,914,1,110,CRIMINAL HOMICIDE,1100 1822 1420 1414 0430 1402,43,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,6900    KESTER                       AV,,34.196,-118.4575
222000878,08/15/2022 12:00:00 AM,08/15/2022 12:00:00 AM,49,20,Olympic,2023,1,110,CRIMINAL HOMICIDE,1218 2004 1402 1409 0913 1100 0430,39,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,300 S  HARVARD                      BL,,34.069,-118.3041
221219757,09/15/2022 12:00:00 AM,09/15/2022 12:00:00 AM,2238,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0913 1218 0411,20,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,,,,6100    CRENSHAW                     BL,,33.9843,-118.3309
221208352,03/19/2022 12:00:00 AM,03/19/2022 12:00:00 AM,1853,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0602 1402 1202 0913 0561 0400 0416,60,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311.0,HAMMER,AA,Adult Arrest,110.0,998.0,,,7400 S  FIGUEROA                     ST,,33.9727,-118.2827
221818728,10/08/2022 12:00:00 AM,10/08/2022 12:00:00 AM,250,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,1100 0342 0430 1240 0906 0913 1402 1416,46,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,10900 S  FIGUEROA                     ST,,33.9374,-118.2826
221517548,11/20/2022 12:00:00 AM,11/20/2022 12:00:00 AM,203,15,N Hollywood,1549,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0906,0,M,B,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,CAHUENGA                     AV,BURBANK                      BL,34.1721,-118.3616
221814168,07/12/2022 12:00:00 AM,07/12/2022 12:00:00 AM,2349,18,Southeast,1864,1,110,CRIMINAL HOMICIDE,1100 1310 0430 1822,48,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,CENTRAL                      AV,IMPERIAL                     HY,33.9295,-118.2542
220206053,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,1230,2,Rampart,261,1,110,CRIMINAL HOMICIDE,1822 1218 0430 0416 0417 1100 1402,43,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,700 S  CORONADO                     ST,,34.0589,-118.2821
221224629,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,1443,12,77th Street,1235,1,110,CRIMINAL HOMICIDE,1100 0853 0430 0906 1270 0213 0216,21,M,B,101.0,STREET,101.0,REVOLVER,AA,Adult Arrest,110.0,,,,5900 S  NORMANDIE                    AV,,33.9875,-118.3002
222017057,11/14/2022 12:00:00 AM,11/14/2022 12:00:00 AM,302,20,Olympic,2034,1,110,CRIMINAL HOMICIDE,1402 0430 0906 1100 1206 1309 1822,22,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,700 S  NORMANDIE                    AV,,34.0596,-118.3022
220910193,06/11/2022 12:00:00 AM,06/11/2022 12:00:00 AM,150,9,Van Nuys,909,1,110,CRIMINAL HOMICIDE,1420 0430 0906 1270 1414 0334 1100 1822 1402,31,M,H,301.0,GAS STATION,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,7200    WOODMAN                      AV,,34.2012,-118.4312
220320956,11/28/2022 12:00:00 AM,11/28/2022 12:00:00 AM,124,3,Southwest,393,1,110,CRIMINAL HOMICIDE,0906 1816 0430 1309 1822 0342 1100,62,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,3400 W  43RD                         ST,,34.006,-118.3314
220117368,08/02/2022 12:00:00 AM,08/01/2022 12:00:00 AM,1842,1,Central,185,1,110,CRIMINAL HOMICIDE,0430 1218 2004 1822 1100,65,M,W,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,12TH,MAIN,34.0379,-118.2598
221310253,04/27/2022 12:00:00 AM,04/27/2022 12:00:00 AM,220,13,Newton,1385,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1270 1402 0913,29,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,800 E  GAGE                         AV,,33.982,-118.2622
220409761,06/13/2022 12:00:00 AM,06/12/2022 12:00:00 AM,25,4,Hollenbeck,497,1,110,CRIMINAL HOMICIDE,1100 1501 0430,27,M,B,213.0,WAREHOUSE,102.0,HAND GUN,AO,Adult Other,110.0,,,,1400 S  LORENA                       ST,,34.0188,-118.2066
221212076,05/22/2022 12:00:00 AM,05/22/2022 12:00:00 AM,526,12,77th Street,1283,1,110,CRIMINAL HOMICIDE,1218 0906 1816 1100 0430 1822,69,M,W,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,1700 W  CENTURY                      BL,,33.9455,-118.3068
221309050,04/04/2022 12:00:00 AM,04/04/2022 12:00:00 AM,300,13,Newton,1307,1,110,CRIMINAL HOMICIDE,1218 1822 2060 0411,63,M,B,158.0,TRANSIENT ENCAMPMENT,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110.0,,,,AGATHA,CROCKER,34.0389,-118.2472
222016440,10/27/2022 12:00:00 AM,10/24/2022 12:00:00 AM,2120,20,Olympic,2025,1,110,CRIMINAL HOMICIDE,2000 0913 0411 1402 0907,49,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,110.0,998.0,,,400 S  NORMANDIE                    AV,,34.0672,-118.3003
222014020,08/20/2022 12:00:00 AM,08/20/2022 12:00:00 AM,240,20,Olympic,2015,1,110,CRIMINAL HOMICIDE,0411 0906 0334 0913 1243 1813 2000 1403 1407 1419,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AA,Adult Arrest,110.0,998.0,,,100 N  NORMANDIE                    AV,,34.0728,-118.3004
220308963,04/11/2022 12:00:00 AM,04/11/2022 12:00:00 AM,1903,3,Southwest,395,1,110,CRIMINAL HOMICIDE,1100 0430 0913 1402 1407 0906 1816,31,M,H,505.0,MOTEL,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
221611018,08/02/2022 12:00:00 AM,08/02/2022 12:00:00 AM,43,16,Foothill,1656,1,110,CRIMINAL HOMICIDE,1402 1407 1100 1822 0430 0913,51,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,8100    FOOTHILL                     BL,,34.2597,-118.3095
221220206,09/24/2022 12:00:00 AM,09/24/2022 12:00:00 AM,200,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1100 0906 1270 0430 1310,44,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,8000 S  CENTRAL                      AV,,33.9638,-118.2629
220322519,12/29/2022 12:00:00 AM,12/29/2022 12:00:00 AM,2340,3,Southwest,397,1,110,CRIMINAL HOMICIDE,1100 0430 2004 1816 0913 1820 1402,35,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,4000    DENKER                       AV,,34.0109,-118.3045
221218367,08/25/2022 12:00:00 AM,08/25/2022 12:00:00 AM,1920,12,77th Street,1268,1,110,CRIMINAL HOMICIDE,1100 1402 1407 0430 1822,41,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,200 W  82ND                         ST,,33.965,-118.2761
221318587,10/01/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1310,13,Newton,1303,1,110,CRIMINAL HOMICIDE,0342 0432 0411 0445 0325 0104 1822 0906 1402 1419,56,M,K,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,JA,Juv Arrest,110.0,998.0,,,OLYMPIC,WALL,34.038,-118.2531
221215446,07/10/2022 12:00:00 AM,07/10/2022 12:00:00 AM,308,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0906 1822 1100 0430,24,M,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,2000 W  78TH                         ST,,33.9691,-118.3134
221810757,05/14/2022 12:00:00 AM,05/14/2022 12:00:00 AM,404,18,Southeast,1832,1,110,CRIMINAL HOMICIDE,1100 1402 1407 0913 0430,18,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,10500 S  MAIN                         ST,,33.941,-118.2739
221220929,10/04/2022 12:00:00 AM,10/04/2022 12:00:00 AM,2050,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0430 1100,45,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,7200 S  FIGUEROA                     ST,,33.9747,-118.2827
220126798,12/21/2022 12:00:00 AM,12/21/2022 12:00:00 AM,58,1,Central,156,1,110,CRIMINAL HOMICIDE,1822 1218 1100 0430 1402,59,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,400 E  6TH                          ST,,34.0437,-118.2455
231208154,03/08/2023 12:00:00 AM,09/14/2022 12:00:00 AM,1200,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0342 1402 1309,25,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1700 W  81ST                         ST,,33.9655,-118.3068
222108941,05/09/2022 12:00:00 AM,05/08/2022 12:00:00 AM,743,21,Topanga,2144,1,110,CRIMINAL HOMICIDE,0553 0554 1258 0408 0913,8,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,22500    VICTORY                      BL,,34.1865,-118.6173
221611503,08/17/2022 12:00:00 AM,08/17/2022 12:00:00 AM,1849,16,Foothill,1612,1,110,CRIMINAL HOMICIDE,1100 0906 1300 1310 1309 0430 1407 1822 1402,19,M,H,101.0,STREET,103.0,RIFLE,AA,Adult Arrest,110.0,230.0,998.0,,10800    SUTTER                       AV,,34.2693,-118.4241
221306195,02/11/2022 12:00:00 AM,02/11/2022 12:00:00 AM,2330,13,Newton,1346,1,110,CRIMINAL HOMICIDE,1100 1218 0906 1822 0430,25,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,42ND                         ST,ASCOT                        AV,34.0072,-118.2496
220620811,12/31/2022 12:00:00 AM,12/31/2022 12:00:00 AM,1154,6,Hollywood,656,1,110,CRIMINAL HOMICIDE,0342 1822 1309 0906 1100 0430 1402 1419 1407,29,M,H,707.0,GARAGE/CARPORT,101.0,REVOLVER,AA,Adult Arrest,110.0,998.0,,,5900    BARTON                       AV,,34.088,-118.3223
230805707,01/18/2023 12:00:00 AM,08/03/2022 12:00:00 AM,1545,8,West LA,889,1,110,CRIMINAL HOMICIDE,0416 0417 0429 2004,66,M,W,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,1800    LA CIENEGA                   BL,,34.0425,-118.3818
221213510,06/10/2022 12:00:00 AM,06/10/2022 12:00:00 AM,800,12,77th Street,1255,1,110,CRIMINAL HOMICIDE,0906 1218 1100 0430 0913 2000 1814,29,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,7500    BRIGHTON                     AV,,33.9718,-118.3014
221405666,02/04/2022 12:00:00 AM,02/04/2022 12:00:00 AM,1700,14,Pacific,1454,1,110,CRIMINAL HOMICIDE,0411 0334 0913 1202 1402,87,M,W,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,4600    GLENCOE                      AV,,33.9848,-118.4318
222012922,08/02/2022 12:00:00 AM,08/02/2022 12:00:00 AM,440,20,Olympic,2019,1,110,CRIMINAL HOMICIDE,0913 0561 0411 1242 0334 2003 0212 1402 1409,66,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,110.0,998.0,,,3300 W  2ND                          ST,,34.0704,-118.2868
220124500,11/14/2022 12:00:00 AM,11/14/2022 12:00:00 AM,2255,1,Central,153,1,110,CRIMINAL HOMICIDE,0913 1100 2000 0430 1402 0906,46,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,,,,200 W  6TH                          ST,,34.046,-118.251
221914378,09/13/2022 12:00:00 AM,09/13/2022 12:00:00 AM,620,19,Mission,1985,1,110,CRIMINAL HOMICIDE,0407,45,M,H,102.0,SIDEWALK,506.0,FIRE,AA,Adult Arrest,110.0,,,,TOBIAS,CHASE,34.2253,-118.4517
221306196,02/11/2022 12:00:00 AM,02/11/2022 12:00:00 AM,2330,13,Newton,1346,1,110,CRIMINAL HOMICIDE,0906 0430 1822,38,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,42ND                         ST,ASCOT                        AV,34.0072,-118.2496
221805043,07/31/2023 12:00:00 AM,11/08/2022 12:00:00 AM,1152,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0906 1407 1822 0430 1300 1100,36,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,MAIE                         AV,92ND                         ST,33.9532,-118.2446
221822646,12/24/2022 12:00:00 AM,12/24/2022 12:00:00 AM,1845,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0430 0400,37,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,2000 E  105TH                        ST,,33.9406,-118.237
220409339,06/02/2022 12:00:00 AM,06/02/2022 12:00:00 AM,305,4,Hollenbeck,411,1,110,CRIMINAL HOMICIDE,1822 1100 0430 0906 1270 1816,39,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,100 N  AVENUE 18,,34.0732,-118.2234
221204244,01/04/2022 12:00:00 AM,01/04/2022 12:00:00 AM,1800,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1822 0906 1100 0430,29,M,B,101.0,STREET,101.0,REVOLVER,AA,Adult Arrest,110.0,979.0,,,8500 S  CENTRAL                      AV,,33.9638,-118.2629
221219658,09/14/2022 12:00:00 AM,09/14/2022 12:00:00 AM,1412,12,77th Street,1255,1,110,CRIMINAL HOMICIDE,1270 1218 1100 0430 1402 0216 1822 0906,32,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,1500 W  FLORENCE                     AV,,33.9746,-118.3024
221305843,02/06/2022 12:00:00 AM,02/06/2022 12:00:00 AM,215,13,Newton,1377,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1822 1402,41,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,5500    ALBA                         ST,,33.9929,-118.2391
221810837,05/15/2022 12:00:00 AM,05/15/2022 12:00:00 AM,2135,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906 1402,20,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,AA,Adult Arrest,110.0,,,,10900    COMPTON                      AV,,33.9383,-118.2494
220612597,07/01/2022 12:00:00 AM,07/01/2022 12:00:00 AM,1450,6,Hollywood,668,1,110,CRIMINAL HOMICIDE,0430 1100 1822 1310 1402 0334,25,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",106.0,UNKNOWN FIREARM,AO,Adult Other,110.0,998.0,,,5700    FOUNTAIN                     AV,,34.0947,-118.3136
220104271,01/05/2022 12:00:00 AM,01/05/2022 12:00:00 AM,6,1,Central,158,1,110,CRIMINAL HOMICIDE,0430 0906 0913 1100 1218 1270 1816 2004,37,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1000 E  7TH                          ST,,34.0395,-118.2405
221820054,11/02/2022 12:00:00 AM,11/02/2022 12:00:00 AM,201,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0858 1100 0430 1822 1402 0906,62,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,1300 E  115TH                        ST,,33.9303,-118.2518
221810001,05/01/2022 12:00:00 AM,05/01/2022 12:00:00 AM,1308,18,Southeast,1844,1,110,CRIMINAL HOMICIDE,1402 1817 0913 0411 2021,56,M,B,108.0,PARKING LOT,204.0,FOLDING KNIFE,AO,Adult Other,110.0,,,,600 E  109TH                        ST,,33.9373,-118.2652
220204630,01/16/2022 12:00:00 AM,01/16/2022 12:00:00 AM,2135,2,Rampart,247,1,110,CRIMINAL HOMICIDE,1402 1100 1822 0906 0430 1816 1407 1419,23,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,500 S  UNION                        AV,,34.0596,-118.2701
221904410,01/13/2022 12:00:00 AM,01/11/2022 12:00:00 AM,1920,19,Mission,1984,1,110,CRIMINAL HOMICIDE,0906 1270 0430 0913 1817 1402 0334 1100,24,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,110.0,998.0,,,14700    PARTHENIA                    ST,,34.2281,-118.4535
221219006,09/05/2022 12:00:00 AM,09/05/2022 12:00:00 AM,1,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0908 1402 1407 1100 0430 1822 0906,26,M,B,108.0,PARKING LOT,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,7200 S  FIGUEROA                     ST,,33.9747,-118.2827
220313148,07/03/2022 12:00:00 AM,07/03/2022 12:00:00 AM,128,3,Southwest,315,1,110,CRIMINAL HOMICIDE,1409 0913 1402 1419 1407 1100 0430 0302 0906 1816,29,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,2600 S  MANHATTAN                    PL,,34.0327,-118.3101
221301057,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,100,13,Newton,1371,1,110,CRIMINAL HOMICIDE,0334 1100 0302 0430 1402 1218 1202 1822 0906 0910,64,M,B,893.0,MTA - SILVER LINE - SLAUSON,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,SLAUSON                      AV,OLIVE,33.9892,-118.2794
221810254,05/05/2022 12:00:00 AM,05/05/2022 12:00:00 AM,954,18,Southeast,1821,1,110,CRIMINAL HOMICIDE,0906 1100 1822 1402 0430 1309,21,F,B,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,600 W  103RD                        ST,,33.9431,-118.2848
221821201,11/26/2022 12:00:00 AM,11/24/2022 12:00:00 AM,1502,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1402 0913 1310 0400 0429,39,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,100 W  95TH                         ST,,33.9501,-118.2739
222112485,08/02/2022 12:00:00 AM,08/01/2022 12:00:00 AM,2100,21,Topanga,2177,1,110,CRIMINAL HOMICIDE,1822 1202 1402,81,F,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,20800    MARTHA                       ST,,34.1727,-118.5859
221820144,11/03/2022 12:00:00 AM,11/03/2022 12:00:00 AM,1445,18,Southeast,1821,1,110,CRIMINAL HOMICIDE,0906 0430 1100 0913 1218 1402,28,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,800 W  COLDEN                       AV,,33.9491,-118.2893
221320510,11/06/2022 12:00:00 AM,11/06/2022 12:00:00 AM,1010,13,Newton,1326,1,110,CRIMINAL HOMICIDE,1407 1409 0334 0430 1100 0906 1822 1270 1419,34,M,H,202.0,LIQUOR STORE,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2700    HOOPER                       AV,,34.0157,-118.2509
221913226,08/13/2022 12:00:00 AM,08/12/2022 12:00:00 AM,2140,19,Mission,1921,1,110,CRIMINAL HOMICIDE,1814 2000 0913 1402,59,F,H,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,12600    SAN FERNANDO                 RD,,34.3098,-118.4729
221912800,08/03/2022 12:00:00 AM,08/03/2022 12:00:00 AM,1430,19,Mission,1985,1,110,CRIMINAL HOMICIDE,0430 1100 1309 1822 1270 0906,37,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,TOBIAS                       ST,PARTHENIA,34.228,-118.4517
221200634,04/16/2022 12:00:00 AM,04/16/2022 12:00:00 AM,1103,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1822,41,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,6200    CRENSHAW                     BL,,33.9836,-118.3309
221311122,05/13/2022 12:00:00 AM,05/13/2022 12:00:00 AM,340,13,Newton,1395,1,110,CRIMINAL HOMICIDE,1218 1100 0430 0906 1822 2060 1402,30,F,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,7000 S  AVALON                       BL,,33.9762,-118.2652
221816971,09/06/2022 12:00:00 AM,09/06/2022 12:00:00 AM,2150,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,0430 1100 1822 1407 0906,58,F,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,90TH                         ST,CENTRAL                      AV,33.9547,-118.2564
222112144,07/26/2022 12:00:00 AM,07/26/2022 12:00:00 AM,537,21,Topanga,2185,1,110,CRIMINAL HOMICIDE,,31,M,O,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110.0,,,,5100    SAN FELICIANO                DR,,34.1619,-118.608
221112155,07/30/2022 12:00:00 AM,07/30/2022 12:00:00 AM,2356,11,Northeast,1133,1,110,CRIMINAL HOMICIDE,1402 1407 1419 0906 1822 1100 0430 1816,46,M,H,101.0,STREET,104.0,SHOTGUN,AA,Adult Arrest,110.0,998.0,,,3000    PERLITA                      AV,,34.1114,-118.2495
220116335,07/16/2022 12:00:00 AM,07/16/2022 12:00:00 AM,1435,1,Central,157,1,110,CRIMINAL HOMICIDE,1100 0430 0913 1218 2060 1402,62,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,500 E  5TH                          ST,,34.0442,-118.2439
